,listing_id,description,room_type
12063,21805468,ELEGANT BROOKLYN GARDEN STUDIO,entire home/apt
12064,21809773,1 Bedroom close to Prospect Park and Manhattan,entire home/apt
12065,21810960,"Loft For Events, Meetings & Content Creation",entire home/apt
12066,21811663,Private Cozy Studio Suite,entire home/apt
12067,21812347,Large 3BR/2BA Designers Apt in the Gallery Area,entire home/apt
12068,21812980,New Brooklyn apartment with a view,private room
12069,21814812,Stunning East Village 1 b/r w.elevator & laundry,entire home/apt
12070,21814906,Live/Work East Williamsburg Loft,entire home/apt
12071,21815771,Cozy Affordable room in Brooklyn,private room
12072,21817889,LA COURONNE - Sophisticated Spacious 3 BDRM 2 BTHS,entire home/apt
12073,21818110,阳光之家,private room
12074,21822599,"Sunny,  spacious 2 bdrm in Park Slope w/ parking",entire home/apt
12075,21822619,THE HUGH SUITES 3mins to JFK,entire home/apt
12076,21822750,*AWESOME PLACE*2 MIN SUBWAY!,private room
12077,21823931,Quiet & Bright 1 Bedroom in Downtown Flushing,entire home/apt
12078,21824124,Boutique Gowanus Queen Studio,private room
12079,21824323,Large Sunnyside Apartment 20 min to Times Square,entire home/apt
12080,21824416,Gowanus Inn Boutique Queen,private room
12081,21824734,Gowanus Boutique Queen Studio,private room
12082,21825081,Beautiful apartment in Chinatown / Lower East Side,entire home/apt
12083,21825573,Beautiful Brooklyn studio,entire home/apt
12084,21825897,Studio in Greenwich Village,entire home/apt
12085,21825923,"Beautiful, Lovely W. Village Room for Females!",private room
12086,21827363,"BUSINESS OR SINGLE TRAVELLER BEDROOM, BEST IN NYC!",private room
12087,21829714,GORGEOUS Apartment in Astoria - close to Manhattan,entire home/apt
12088,21834484,Contemporary 3 Bedroom in Maspeth Queens,entire home/apt
12089,21835336,Dreamy Brooklyn Studio in Prospect Heights with AC,entire home/apt
12090,21835893,"Artist Flat, 5 min walk to Metro 30 mins from JFK",entire home/apt
12091,21836176,Bright Studio Alcove in Prime East Williamsburg,entire home/apt
12092,21837063,Sunny Escape in Victorian Beverley Square West,private room
12093,21838658,Private Room in Spacious Chelsea Loft,private room
12094,21839021,Bushwick private 10 foot ceiling dwelling,private room
12095,21843831,"Cosy space,  30 min to Manhattan 15 Barclay Center",private room
12096,21844040,Comfy Couch in Cool Modern Brooklyn (BUSHWICK) Apt,shared room
12097,21844221,Charming & Cozy 1BR in Park Slope w/Outdoor Space,entire home/apt
12098,21845780,Sky Cabin in Hell’s Kitchen! Steps to Times Square,private room
12099,21848241,Artsy and charming retreat in Lefferts Garden,private room
12100,21850082,Amazing Quite & Cozy Room with Private Backyard!,private room
12101,21850183,Perfect apartment for 2 (in Manhattan),entire home/apt
12102,21850364,Gorgeous loft by the Flatiron building,entire home/apt
12103,21850427,Bright Private Room in Brooklyn,private room
12104,21850834,Modern Touch.,entire home/apt
12105,21851100,Lincoln Center Studio,entire home/apt
12106,21851228,"Clean, Comfy and Central Midtown Haven!",entire home/apt
12107,21851368,"Trendy, Chill & Comfy in Manhattan NYC",entire home/apt
12108,21851390,East village apartment,private room
12109,21851570,Studio In A New Building in Bedstuy,entire home/apt
12110,21851586,Experiencing NYC with Comforts of Home,entire home/apt
12111,21851700,Perfect Manhattan Studio Apartment - Quiet Street,entire home/apt
12112,21851931,"Sunny modern loft studio, amazing Manhattan views",entire home/apt
12113,21852211,BEAUTIFUL MODERN DESIGNER LOFT with BATHTUB!,entire home/apt
12114,21852332,*Spacious NYC gem* Direct train to central sights!,entire home/apt
12115,21853347,Suite Too at Bryant Manor,entire home/apt
12116,21857734,Williamsburg Private Room in 4 BR Apt off L train,private room
12117,21859065,1 bedroom apartment in super central location,entire home/apt
12118,21859249,"Cozy, bright and spacious 3BR apartment - Brooklyn",entire home/apt
12119,21859466,Luxurious sunny loft in the heart of Williamsburg,entire home/apt
12120,21859658,"Modern Chic, Pvt Gardn, 2 Stops to NYC, Brooklyn",entire home/apt
12121,21860011,Bright charming 2 bedroom in the heart of the LES,entire home/apt
12122,21861819,West Village Penthouse Studio,entire home/apt
12123,21862155,Kingsize bedroom in Harlem brownstone,private room
12124,21864653,Cozy Room for Rent in South Slope,private room
12125,21864747,Affordable & Sunny Bungalow in Prime Williamsburg,private room
12126,21865637,Maple Place,private room
12127,21867598,Manhattan Luxury & Cozy Studio,entire home/apt
12128,21867710,Amazing room in the centre on Manhatten! Welcome!,private room
12129,21867749,Quiet 1-2br Apartment in the heart of Little Italy,entire home/apt
12130,21868424,Prospect Heights Room,private room
12131,21868427,Sleep on a Casper in the heart of Greenpoint,entire home/apt
12132,21868918,Beautifully Lit True Brooklyn Loft,entire home/apt
12133,21868933,Gorgeous Home with Private Terrace: Union Square!,entire home/apt
12134,21869051,Comfy Apt in NYC Brownstone,entire home/apt
12135,21869057,Spacious 2-bedroom Apt in Heart of Greenpoint,entire home/apt
12136,21869167,Manhattan - Private Room - 1 mn Subway/Metro,private room
12137,21869409,A Suite Stay,entire home/apt
12138,21871576,Prime location: abundant stores & transportation!,entire home/apt
12139,21877219,MINIMALISTIC APARTMENT/DECK IN HISTORIC BROWNSTONE,entire home/apt
12140,21877231,Cruelty-free in Bushwick w/ backyard.,entire home/apt
12141,21877426,Huge Bright Designer Loft in Red Hook Brooklyn,entire home/apt
12142,21877805,New & LEGAL 3BRs/2Bath/Parking near Subway & JFK,entire home/apt
12143,21880038,WeLive Wall Street -- 4 Bedroom,entire home/apt
12144,21880580,Spacious Garden Apt in Clinton Hill/Ft Greene,entire home/apt
12145,21881810,CASA EVOL,entire home/apt
12146,21882745,"Large, sunny & modern Union Square 1-bedroom",entire home/apt
12147,21883309,NEW 2-Bedroom MODERN & CENTRALLY LOCATED APARTMENT,entire home/apt
12148,21883990,WeLive Wall Street -- 2  Bedroom,private room
12149,21884206,WeLive Wall Street -- Studio Apartment,entire home/apt
12150,21884758,The Gray Room,entire home/apt
12151,21885677,Cozy apt near Bloomingdales and Central Park.,entire home/apt
12152,21885914,Gorgeous 1 BR in heart of Prospect Heights!,entire home/apt
12153,21892596,Iconic NYC Brownstone Apartment on Upper East Side,entire home/apt
12154,21892834,Executive Museum 1 BR Elevator Best Location,entire home/apt
12155,21893604,Private Bedroom in West Village/Chelsea,private room
12156,21895071,Gorgeous big private room/Brooklyn,private room
12157,21896537,Private Williamsburg apartment,entire home/apt
12158,21897775,~House of Rest~Private Entrance in Bushwick BK,private room
12159,21897845,One room.,private room
12160,21898551,2-bedroom South Williamsburg apartment,entire home/apt
12161,21899575,Beautiful 1 bd apartment in the heart of Brooklyn.,entire home/apt
12162,21899939,Alluring Two- Bedroom in Highland Park,entire home/apt
12163,21901025,house on the hill with free parking in NYC!,private room
12164,21901156,Best Deal! Lovely place in Manhattan! Time Square!,private room
12165,21902630,Beautiful bedroom + private bathroom in Bed-Stuy,private room
12166,21907240,Queen Bed Studio In Gowanus Boutique,private room
12167,21907615,Design Furnished Queen Studio Room in Gowanus,private room
12168,21907941,Boutique Hotel Queen Room in Gowanus,private room
12169,21908120,Brooklyn Factory Loft Building Queen Studio Room,private room
12170,21908265,Gowanus Boutique Inn & Yard Queen Room,private room
12171,21913782,"2 bedroom apt (5ppl), 1 minute from Times Square!",entire home/apt
12172,21913811,"Cooled Queens Apartment, NY. LGA Airport 5 min.",entire home/apt
12173,21914314,PRIVATE 2 BR APT HEART OF MID-TOWN TIMES SQUARE!!,entire home/apt
12174,21914499,Exceptional Comfort and Location!,entire home/apt
12175,21915201,Soho 2 Bedroom Private Terrace,entire home/apt
12176,21920061,Cozy room in Manhattan,private room
12177,21921178,Bright & Colorful Studio 1 Block From Central Park,entire home/apt
12178,21922035,"Spacious, bright and beautiful 2 Br apartment.",entire home/apt
12179,21922639,"Luxury Studio Apt in Williamsburg, 24 hr Doorman",entire home/apt
12180,21923390,"Charming 1 bedroom apartment, Williamsburg BK",entire home/apt
12181,21923649,Private basement studio in Greenpoint,entire home/apt
12182,21923996,Bright & Large Brownstone Beauty mins away frm NYC,entire home/apt
12183,21925970,Manhattan cocoon @ spacious NEW renovated apt,private room
12184,21927300,LGA Newly Renovated One Bedroom Apt.1,entire home/apt
12185,21930306,10 mins/Airports JFK/LGA/Hosp/malls bus/train#2,private room
12186,21931508,BRIGHT & AIRY,private room
12187,21931557,Bed-Stuy modern one bedroom plus private bathroom,private room
12188,21931979,Shineroom,private room
12189,21933635,Sunny and Spacious 3 Bedroom near Central Park,entire home/apt
12190,21933777,Industrial Queen Studio Room In Gowanus Inn,private room
12191,21933969,Gowanus-Park Slope- Queen Studio Room,private room
12192,21934181,Spacious private room in artsy Bushwick Brooklyn,private room
12193,21934202,Sunny and Spacious Bedroom w/ Private Bathroom,private room
12194,21934318,Park Slope-Gowanus Boutique Queen Studio,private room
12195,21934465,Queen Studio In Park Slope - Gowanus Inn & Yard,private room
12196,21934873,Cute studio in Midtown Manhattan,entire home/apt
12197,21935551,Super clean / centrally located extra large studio,entire home/apt
12198,21935569,Tiny (but comfy!) Private room Manhattan,private room
12199,21935727,"Designers' Brooklyn Loft – 2 bed, 2 bath",entire home/apt
12200,21935921,Skylight Living in NYC,entire home/apt
12201,21936033,LGA Newly Renovated Apt.2,entire home/apt
12202,21936073,"Charming 1BR - King Bed, Full Kitchen, Laundry",entire home/apt
12203,21936288,Infinite Bliss,private room
12204,21937451,AMAZING STUDIO IN CHELSEA (up to 4) Special price!,entire home/apt
12205,21938049,Big Bedroom w/ Bathroom - Bushwick Luxury Building,private room
12206,21938508,Ideal Stay in NYC! ☆☆☆☆☆,entire home/apt
12207,21939323,Older Victorian front 1st floor D train corner,private room
12208,21942269,Natural Light Filled Apartment with lots of space,entire home/apt
12209,21942984,3 Bedroom Prime Park Slope 6th Ave/Barclays Center,entire home/apt
12210,21946495,Havemeyer mini Duplex in central Williamsburg,entire home/apt
12211,21946665,Great One Bedroom Apartment - 20 mins from NYC,entire home/apt
12212,21947011,Brand New 2 Bedroom 2 Bath Downtown Gem,entire home/apt
12213,21947012,"Private Rm; JFK(10mins), LGA(15mins), Manh(30mins)",private room
12214,21947062,Big bedroom at the heart of Manhattan,private room
12215,21947114,Bushwick Loft On Trainline,entire home/apt
12216,21947445,"Perfect, Private Garden Apartment (Prime Brooklyn)",entire home/apt
12217,21948560,Luxury Skyline Views! Best Panaromic Views Of NYC.,entire home/apt
12218,21948571,Private & Comfortable Room in a quiet neighborhood,private room
12219,21948799,Bedroom in Beautiful House with Sunny Porch,private room
12220,21950138,Beautiful 3 bedroom Brownstone in Boerum Hill,entire home/apt
12221,21950963,Large midtown 1 bed apartment with views,entire home/apt
12222,21956264,Beautiful bed bed room,private room
12223,21958076,Old World Charm in the Heart of Brooklyn R2,private room
12224,21958889,Upper West Side Brownstone Duplex by Central Park,private room
12225,21960412,Touchdown and Explore NYC! Sunlit 2 Bedroom,entire home/apt
12226,21960589,"Studio Queen Room In Gowanus Inn, Brooklyn",private room
12227,21960659,Beautiful Huge Newly-Renovated Apt Great location.,private room
12228,21962437,$850 up to 3 month female only,private room
12229,21963398,4BR 2 Bath Williamsburg Apt with Private Roof,entire home/apt
12230,21963418,Big Studio at Grand Central Station area.,entire home/apt
12231,21963428,Bright NYC Flat with Manhattan Views,private room
12232,21964596,Cozy fully furnished apartment in Bushwick,entire home/apt
12233,21964623,Bright artist loft 1BR (top floor) in Cobble Hill,entire home/apt
12234,21965119,Seaux Blu Urban Boho Studio,entire home/apt
12235,21965948,Room in the heart of Bushwick,private room
12236,21966051,Modern Studio Queen Room In Gowanus Inn,private room
12237,21966351,Stylish Queen Bed Room - Gowanus - Park Slope,private room
12238,21966390,Designer Condo with Lofted Mezzanine,entire home/apt
12239,21966432,Cozy Modern Studio,entire home/apt
12240,21966592,True Brooklyn Experience Gowanus Inn Queen Bedroom,private room
12241,21966880,SunBathed WestVillage/Greenwich 1 bed apt,entire home/apt
12242,21967336,Affordable & Cozy Apartment near Prospect Park,entire home/apt
12243,21967562,Old World Charm in the Heart of Brooklyn R1,private room
12244,21967751,Spacious 1 Bedroom with Backyard in Williamsburg,entire home/apt
12245,21969058,East Harlem Pied A Terre,entire home/apt
12246,21970487,Newly Renovated Bed-Stuy Brownstone Apartment,entire home/apt
12247,21972082,Amazing cozy and warm male room on Manhattan IV,shared room
12248,21975315,"Bright, 1.5 bedroom apartment in E. Williamsburg",entire home/apt
12249,21975709,Designer 2 Bedroom Loft**Greenwich Village**4BEDS*,entire home/apt
12250,21976874,Luxury Williamsburg 2-Story Apartment w/ Patio,entire home/apt
12251,21977042,Brighton Beach Hideaway 5 min walk from the Beach,entire home/apt
12252,21979566,Mid-Century Modern 1 BR with Stunning Views,entire home/apt
12253,21979890,Beautiful beach house in NYC!,entire home/apt
12254,21980586,Quiet and Sunny Williamsburg One Bedroom!,entire home/apt
12255,21980723,Modern Renovation of original Manhattan Townhouse.,entire home/apt
12256,21981036,Comfortable studio duplex with a Queen size Casper mattress. A 15-minute walk to Union Square and a two-block walk to the subway. Beautiful light in the morning.,entire home/apt
12257,21981789,Spacious light room in a cool neighborhood,private room
12258,21981845,A happy home,private room
12259,21982177,Gramercy Park Pied à Terre,entire home/apt
12260,21982333,Casa de Compri Int'l,private room
12261,21982630,One Bedroom w/ Backyard Oasis in Williamsburg,entire home/apt
12262,21982758,Cozy 1 Bedroom in the Heart of Clinton Hill,entire home/apt
12263,21982995,Cozy home in Astoria Queens.,entire home/apt
12264,21983211,Large Master Bedroom in Midtown West,private room
12265,21983275,Spacious cozy apartment w/ beautiful backyard!,entire home/apt
12266,21983362,Cozy Urban Retreat,entire home/apt
12267,21983547,"Spacious, Bright 1 BR in Prime Midtown West",entire home/apt
12268,21983780,Bright Designer NoHo/Greenwich Village Loft,entire home/apt
12269,21984189,Bryant Park,entire home/apt
12270,21984356,Brooklyn In Style Queen Room in Gowanus Inn,private room
12271,21989166,New Brooklyn HotSpot,entire home/apt
12272,21990254,"The BlossomBoudoir. Clean, Cozy and Private.",shared room
12273,21992083,"Walk everywhere, See everything!
2BR Midtown West",private room
12274,21993629,Williamsburg Apartment with Private Backyard,entire home/apt
12275,21994769,EXPERIENCE NYC The Brooklyn Way Private 2 bedrooms,entire home/apt
12276,21995883,Chelsea urban style loft,private room
12277,21998044,"Cozy, private room near Prospect Park & BK Museum",private room
12278,21999647,Huge Room in East Harlem on Madison Avenue,private room
12279,22000255,"Cozy private room, 10 mins away from Central Park!",private room
12280,22000376,2000呎 法拉盛美丽豪华大套房,entire home/apt
12281,22000430,Central Studio with 12 foot ceilings - Not Shared,entire home/apt
12282,22000913,Harlem Jazz (private bath),private room
12283,22001621,Entire Loft Style 1BR Apartment in Greenpoint,entire home/apt
12284,22005115,Two floor apartment near Central Park,entire home/apt
12285,22007011,Private room. Bushwick. 18 min train to NYC,private room
12286,22009620,"Super Cute, Cozy, & Convenient...",entire home/apt
12287,22010257,"King-size bedroom, great location, next to park!",private room
12288,22010459,"Calm, Cozy 2 Bedroom Apartment",entire home/apt
12289,22010594,Spacious Apartment with Work Space,entire home/apt
12290,22011027,Fort Greene Loft,entire home/apt
12291,22012650,East Village 1 bed in quiet neighbourhood,entire home/apt
12292,22013965,Vintage,private room
12293,22016473,Big and bright STUDIO in E Williamsburg,private room
12294,22017344,Full Floor Penthouse Loft- 3BR 2 Bath Times Square,entire home/apt
12295,22017362,Sunny Studio in Carroll Gardens!,entire home/apt
12296,22017432,"Beautiful, Spacious, and Zen Brooklyn dwelling",entire home/apt
12297,22019218,Relaxing large middle room,private room
12298,22019711,Sunlit Private Room in Uptown Manhattan,private room
12299,22020298,Humongous 10 feet ceiling room,private room
12300,22020843,Smart NYC Access (3),private room
12301,22023444,Luxury Studio Apartment,entire home/apt
12302,22026647,Duplex cozy Brooklyn,entire home/apt
12303,22026830,Prime Park Slope on 14th Street,entire home/apt
12304,22028307,Gorgeous Bright Parlor Floor Thru,entire home/apt
12305,22028894,20 mins to Manhattan. 7mins walk  2 subway.busesA,entire home/apt
12306,22030593,Comfortable warehouse conversion loft. STUDIO,entire home/apt
12307,22030831,Luxury 1 Bedroom APT - 1 stop to Manhattan!,entire home/apt
12308,22031456,Brooklyn City Home,entire home/apt
12309,22031683,"Modern master bedroom, LES, 2mn to train",private room
12310,22031905,"Sunny, Large Bushwick room - private ROOF TERRACE",private room
12311,22032243,Historical Midtown East Retreat - Steps to the U.N,entire home/apt
12312,22032656,Huge Bedroom 3rd # in a privately own brownstone,private room
12313,22033927,"Brooklyn Loft, 3bed, 2bath, 15 mins to Manhattan",entire home/apt
12314,22034112,Cozy Harlem Studio,entire home/apt
12315,22035333,*Memory foam mattress lovers//Netflix!!,private room
12316,22035507,Tudor City,entire home/apt
12317,22037644,Restorative haven in a great neighborhood,entire home/apt
12318,22037715,Cozy artistic 3 bedroom home 15-20mins from jfk,entire home/apt
12319,22042837,Fully furnished COOL private room.,private room
12320,22043565,Perfect UWS Prewar 1 bedroom apartment!,entire home/apt
12321,22043923,Large Private Bedroom and Bath Near Shops & Parks,private room
12322,22044014,Entire Studio Steps from Central Park,entire home/apt
12323,22045060,MASSIVE 3 Bedroom NOHO LOFT,entire home/apt
12324,22047243,Luxury NYC Apartment on Central Park West,entire home/apt
12325,22047750,Clean Room #1 in Brooklyn Home 15 min from JFK,private room
12326,22049875,"Bright large studio loft, 100% private, Bushwick",entire home/apt
12327,22050355,Home Sweet Home in Astoria,entire home/apt
12328,22051523,Room 1 at Lower Manhattan 18mins from Timesquare,private room
12329,22054258,Chambre pour couple où personne seule,private room
12330,22055300,"Cozy Living room sofa bed,close to LGA/JFK/subway",shared room
12331,22058411,"Spacious, Modern Two Bedroom, Two Bath in Harlem",entire home/apt
12332,22058586,Private & Comfortable Room  close to Manhattan!!,private room
12333,22060712,Great Location! One Bedroom Apt. in LES,entire home/apt
12334,22062492,Studio Apt -Upper East Side,entire home/apt
12335,22063652,Charming Central Park Studio Awaits!,entire home/apt
12336,22063918,25 minutes to Midtown NYC- Entire large apartment,entire home/apt
12337,22064022,Cozy 1BR near the Brooklyn Navy Yard,entire home/apt
12338,22064262,Spacious beautiful studio in Midtown Manhattan,entire home/apt
12339,22064927,溫馨大套房,private room
12340,22065495,Huge bedroom in a renovated apt (females only!),private room
12341,22066430,Chic Williamsburg Mid-Century Apartment,entire home/apt
12342,22067406,Incredible Newly Renovated Two-Bedroom Apartment,entire home/apt
12343,22067480,"Private Rm in trendy Jackson Hts, Qns, 10m to LGA",private room
12344,22067826,Home Away From Home,private room
12345,22069581,Luxury Private room located in Fresh Meadows,private room
12346,22075971,Bright and Sunny Room in Williamsburg,private room
12347,22076359,Bohemian 3 bedroom brownstone duplex in Brooklyn,entire home/apt
12348,22076961,Cozy apartment near Central Park,entire home/apt
12349,22077540,"Cozy home in charming, central Fort Greene",entire home/apt
12350,22078370,Stunning Modern Eco West Village 3 Floor Townhome!,entire home/apt
12351,22078755,Bohemian East Village Apartment,entire home/apt
12352,22079387,Boutique Luxury in the Heart of Chelsea,entire home/apt
12353,22081938,East Harlem Room(#2) on Madison Avenue,private room
12354,22082423,Large open 1 bedroom near Prospect Park.,entire home/apt
12355,22082514,Brooklyn private room&balcony,private room
12356,22082903,Studio Sanctuary in Landmark Brownstone,entire home/apt
12357,22083268,"tiny, tiny room in Bushwick",private room
12358,22083540,Cozy 2br in the heart of Clinton Hill in Brooklyn,entire home/apt
12359,22085782,Large luxury apartment in Tribeca,entire home/apt
12360,22086968,Rustic Meets Shabby Chic- Georgous 2 Bedroom,entire home/apt
12361,22087093,Newly furnished & renovated rooms 5 min from nyc.,private room
12362,22087812,Cozy Studio with Private Entrance,entire home/apt
12363,22088180,"Comfy Private Bedroom, Patio + 20min to Midtown",private room
12364,22088301,Williamsburg 3-Bed Townhouse w/ Garden by L Train,entire home/apt
12365,22096182,MONTHLY RENTAL Victorian House in Brooklyn,private room
12366,22097438,Cozy Flat - Walk to Central Park,entire home/apt
12367,22099266,Aquamarine Bedroom,private room
12368,22100970,Luxurious 1 Bedroom Fully Renovated,entire home/apt
12369,22101002,Antique Suite,private room
12370,22101034,Cool Out/Private large ensuite nearJFK sleeps 4,private room
12371,22101696,"CLEAN, BRIGHT, and MODERN 3 bedroom  Brooklyn apt.",entire home/apt
12372,22101965,"2 bedrooms and queen sofa bed, Close to Manhattan",entire home/apt
12373,22102108,Great apartment in the heart of Manhattan!,entire home/apt
12374,22102113,Room in Astoria NewYork,private room
12375,22103438,Dee's Rest Easy,entire home/apt
12376,22105520,Designer Tudor Townhouse with Chef's Kitchen!,entire home/apt
12377,22107023,Chic Luxury Garden Apartment in BedStuy Brooklyn,entire home/apt
12378,22107514,Spacious Prospect Park Studio,entire home/apt
12379,22108306,MACON MEMORIES..** SUMMER SPECIAL***,entire home/apt
12380,22108932,"Cosy private bedroom in Inwood 4 min to train 1,A",entire home/apt
12381,22114333,Sun & Central Park,private room
12382,22120433,Spacious studio in Williamsburg with back patio!,entire home/apt
12383,22122354,3 Minutes to Central Park ❤︎ of NYC!,entire home/apt
12384,22122388,Fully Furnished Spacious Home for 7 People,entire home/apt
12385,22122470,New Luxury Harlem Condo 2 bedrooms with Garden,entire home/apt
12386,22122614,Spacious Family Space - 2 Bedrooms,entire home/apt
12387,22123573,Sunny brownstone greenhouse in Bedford Stuyvesant,entire home/apt
12388,22123603,"Charming, quiet room in heart of the East Village",private room
12389,22125701,Beautiful Bed-stuy Bedroom,private room
12390,22126048,Cozy Room #2 in Brooklyn Home 15 Min from JFK,private room
12391,22129871,Soho/East Village One Bed,entire home/apt
12392,22130055,Queens Home short walk to Subway- 2 bedroom 2 bath,entire home/apt
12393,22139766,Luxurious Brooklyn Heights Duplex with Terrasse,entire home/apt
12394,22142575,Spacious sunny one bedroom apartment with balcony,entire home/apt
12395,22142636,Sunny Modern newly renovated 1BR apartment,entire home/apt
12396,22143436,Chelsea 1 Bedroom Gem!,entire home/apt
12397,22144662,Spacious Studio with Private Roof,entire home/apt
12398,22145643,"Cozy Manhattan Bedroom, Same Street as Subway!",private room
12399,22147414,BEAUTIFUL HUDSON RIVER VIEW,entire home/apt
12400,22147426,Prime Harlem Condo -Bright!- with Outdoor Space,entire home/apt
12401,22148073,Nice new bedroom Near D train and Maimonides in BK,private room
12402,22148416,The Skyline Loft — Incredible Views Near 2 Trains,entire home/apt
12403,22150519,Cozy suite in a Townhouse,entire home/apt
12404,22150523,"Entire Modern Home, Amazing Location",entire home/apt
12405,22151022,10mins to LGA /20 to the city /5 min to N train,private room
12406,22151092,Comfy New Bedroom near D line Fort Hamilton PKWY,private room
12407,22152376,Newly Renovated Gem | 1 Block to Subway | 2BD/2BA,entire home/apt
12408,22153425,Cozy & comfortable apt by Prospect Park,entire home/apt
12409,22156875,Manhattan Studio in Prewar Building,entire home/apt
12410,22159096,Beautiful Brooklyn Apartment,entire home/apt
12411,22160759,Comfortable Private Bedroom 10 min to Central Park,private room
12412,22160989,Harlem Luxury Condo !New! 2 Full Bedrooms Balcony,entire home/apt
12413,22161352,Comfy & quiet 1 BR - East Williamsburg,entire home/apt
12414,22161395,Sunny Urban Jungle,private room
12415,22161900,"New, spacious 1.5 BR Apt Wburg,BK w/ private patio",entire home/apt
12416,22162572,1BED 1 BATH /UPPER WEST SIDE /Lincoln Center,entire home/apt
12417,22163623,2 Bedrooms in Shared Family Home 15 Min frm JFK,private room
12418,22164005,COZY Private 1 Bedroom in Brooklyn !,private room
12419,22164078,Large Modern Chelsea Studio,entire home/apt
12420,22165628,Bottom Bunk in Queer Co-Living Space for Men,shared room
12421,22165957,Sun Drenched 1 Bedroom in Carroll Gardens,entire home/apt
12422,22166055,"# 1 B Brooklyn NYC Apt close to metro subway, JFK",entire home/apt
12423,22166900,Large 2 bedroom Moroccan oasis in the East Village,entire home/apt
12424,22169350,The Lovely Suite,entire home/apt
12425,22169843,Perfect  studio for your NYC trip,entire home/apt
12426,22173625,Private ground floor apartment in Brooklyn,entire home/apt
12427,22173762,Newly renovated 3 BEDROOM in Astoria woodside NY,entire home/apt
12428,22174455,Adorable Hamilton Heights Apartment,entire home/apt
12429,22174923,Sunny Apartment in Trendy Bushwick,entire home/apt
12430,22175297,Incredibly cozy room close to Manhatan,private room
12431,22175513,Spacious Bed & Private Bath in Renovated Townhouse,private room
12432,22175928,"The CaptainsQuarters, Clean Cozy and Private.",private room
12433,22176062,Brand New Bedroom Near D line&Maimonides Hospital,private room
12434,22176678,"Amazing 1 BR/BA in HARLEM, NY",entire home/apt
12435,22176831,JFK 2 Comfort 5 Mins from JFK Private Bedroom,private room
12436,22177219,Private Big Room with Great Access!!!,private room
12437,22178073,Tranquility Stay-cation with private pool,entire home/apt
12438,22179180,5 ★★★★★ Gorgeous suite only 1 block from subway!,entire home/apt
12439,22184960,Experience Zen Williamsburg Life,private room
12440,22186387,Sunny and Cozy Private Chef’s Room in East Village,private room
12441,22187284,Beautiful Modern Rustic Williamsburg Loft,entire home/apt
12442,22187361,"""Gold Coast"" 1B in West Village w/ Back Yard",entire home/apt
12443,22190231,"LUXURY BEDROOM FOR RENT, close to Manhattan.",private room
12444,22190967,Spacious furnished room in midtown,private room
12445,22191302,Charming Light Filled Studio in Williamsburg,entire home/apt
12446,22191343,Light & Quiet Chelsea One Bedroom,entire home/apt
12447,22191500,"Cozy room for one JFK, LGA & subway to Manhattan",private room
12448,22191831,Spacious Apartment in Historic Harlem!,private room
12449,22192285,Chez Cozy,entire home/apt
12450,22192407,Heart of Manhattan. Just renovated home!,entire home/apt
12451,22192417,Modern 1 Bed in the Heart of Midtown Manhattan,entire home/apt
12452,22192616,"The SerenitySuite. Clean, Cozy and Private.",entire home/apt
12453,22193183,Bright bedroom with balcony in Williamsburg,private room
12454,22194582,East Williamsburg’s Spacious Sun-drenched Apt.,entire home/apt
12455,22195324,"Private Floor (3 Bedrooms, 6 Beds) E. Williamsburg",entire home/apt
12456,22203227,Entire 3 bedroom apartment in Brooklyn (36),entire home/apt
12457,22203719,Perfectly Located West Village Artist's Studio,entire home/apt
12458,22204167,Your perfect NYC guesthouse getaway prvt entrance,entire home/apt
12459,22205179,Spacious and sunny apartment by the Cloisters,entire home/apt
12460,22205280,PRIVATE GARDEN APARTMENT IN HISTORIC BROWNSTONE,entire home/apt
12461,22205284,New place near D line easy to get to Manhattan,entire home/apt
12462,22206207,Private room with visit to queens #4,private room
12463,22206970,Beautiful studio in the East Village,entire home/apt
12464,22207770,AWESOME PRIVATE FAMILY HOUSE  CLOSE TO MANHATTAN,entire home/apt
12465,22207975,"10 min prospect park , restaurant , s. activities",private room
12466,22209216,Private spacious bedroom 10min from Manhattan!!,private room
12467,22213389,Cinema Studio on Duplex Apt.,private room
12468,22213600,Sunny and Cozy Brooklyn Apartment,entire home/apt
12469,22214395,Spacious Studio In Queens,entire home/apt
12470,22217757,3-BR duplex in Bed-Stuy Brownstone,entire home/apt
12471,22218658,Bed-Stuy IS FLY!! 1-8 guests,private room
12472,22224072,Beautiful & Modern in the Heart of East Village,entire home/apt
12473,22224945,IL TUO APPARTAMENTO PERSONALE IN NEW YORK CITY!!,entire home/apt
12474,22225555,Sunny Williamsburg Style in Prime Location ❤️,entire home/apt
12475,22226156,"Manhattan 1BD in 2BD near ESB, UN, NYU w/roof deck",private room
12476,22226558,Homely Queens Home,entire home/apt
12477,22227610,A suite like room with a private bathroom.,private room
12478,22228935,Private Room in Nice Apt. Close to Manhattan. WIFI,private room
12479,22229473,"Duplex in Williamsburg with Terrace, 4 Bed 2 Bath",entire home/apt
12480,22229755,Entire private lower unit of owner occupied duplex,entire home/apt
